FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
050602;0000;37,4583;;;
050603;0000;31,7083;;;
050604;0000;67,7916;;;
050605;0000;60,7916;;;
050606;0000;64,6666;;;
050607;0000;73,5833;;;
050608;0000;83,4285;;;
050609;0000;91,25;;;
050610;0000;35,7083;;;
050611;0000;29,125;;;
050612;0000;31,7917;;;
050613;0000;35,25;;;
050614;0000;21;;;
050615;0000;27,1667;;;
050616;0000;31,5;;;
050617;0000;65,5833;;;
050618;0000;16,0833;;;
050619;0000;39,8333;;;
050620;0000;54,375;;;
050621;0000;51,6666;;;
050622;0000;39,7916;;;
050623;0000;50,3333;;;
050624;0000;63,6666;;;
050625;0000;61,9166;;;
050626;0000;40,125;;;
050627;0000;10,0417;;;
050628;0000;24,5417;;;
050629;0000;30,375;;;
050630;0000;30,875;;;
050701;0000;38,625;;;
050702;0000;13,875;;;
050703;0000;25,5417;;;
050704;0000;38,4091;;;
050705;0000;76,0416;;;
050706;0000;42,3333;;;
050707;0000;58,0416;;;
050708;0000;61,375;;;
050709;0000;67,25;;;
050710;0000;49,5;;;
050711;0000;46,7916;;;
050712;0000;26,625;;;
050713;0000;34,1364;;;
050714;0000;14,0833;;;
050715;0000;34,3333;;;
050716;0000;49,625;;;
050717;0000;43,875;;;
050718;0000;51,3333;;;
050719;0000;48,5;;;
050720;0000;41,9583;;;
050721;0000;60,125;;;
050722;0000;51,8333;;;
050723;0000;62,4583;;;
050724;0000;44,2916;;;
050725;0000;39,9166;;;
050726;0000;51,4583;;;
050727;0000;68,6666;;;
050728;0000;88,0833;;;
050729;0000;64,0833;;;
050730;0000;47,4166;;;
050731;0000;42,625;;;
050801;0000;39,8333;;;
050802;0000;52,4583;;;
050803;0000;27,875;;;
050804;0000;22;;;
050805;0000;17,2083;;;
050806;0000;50;;;
050807;0000;50,9166;;;
050808;0000;50,375;;;
050809;0000;56,5833;;;
050810;0000;58,4166;;;
050811;0000;45,3333;;;
050812;0000;60,4166;;;
050813;0000;16,9583;;;
050814;0000;22,9583;;;
050815;0000;23,8333;;;
050816;0000;9,66666;;;
050817;0000;32,7727;;;
050818;0000;36,75;;;
050819;0000;38,4583;;;
050820;0000;30,4583;;;
050821;0000;21,5;;;
050822;0000;22,3333;;;
050823;0000;32;;;
050824;0000;35,75;;;
050825;0000;36,5833;;;
050826;0000;33,7916;;;
050827;0000;5,54166;;;
050828;0000;4,79166;;;
050829;0000;17,4583;;;
050830;0000;20,7917;;;
050831;0000;20,2083;;;
050901;0000;33,875;;;
050902;0000;30,3333;;;
050903;0000;19,375;;;
050904;0000;31,75;;;
050905;0000;53,25;;;
050906;0000;35,9166;;;
050907;0000;29,375;;;
050908;0000;27,2083;;;
050909;0000;16,5417;;;
050910;0000;17,125;;;
050911;0000;28,0833;;;
050912;0000;28,0833;;;
050913;0000;19,375;;;
050914;0000;17,6667;;;
050915;0000;34,5;;;
050916;0000;42,375;;;
050917;0000;50,9166;;;
050918;0000;55,625;;;
050919;0000;32,0833;;;
050920;0000;29,0417;;;
050921;0000;30,7727;;;
050922;0000;23,0417;;;
050923;0000;21,2917;;;
050924;0000;27,6667;;;
050925;0000;24,0833;;;
050926;0000;25,9167;;;
050927;0000;29,4583;;;
050928;0000;24,4583;;;
050929;0000;16,9583;;;
050930;0000;25,1667;;;
051001;0000;27,25;;;
051002;0000;13,5833;;;
051003;0000;10,625;;;
051004;0000;10,7917;;;
051005;0000;16,875;;;
051006;0000;32,4583;;;
051007;0000;28,5417;;;
051008;0000;33,6666;;;
051009;0000;23,5417;;;
051010;0000;22,5833;;;
051011;0000;23;;;
051012;0000;17,5417;;;
051013;0000;21,75;;;
051014;0000;20,7083;;;
051015;0000;20,625;;;
051016;0000;24,0833;;;
051017;0000;27,125;;;
051018;0000;26,4167;;;
051019;0000;30,2083;;;
051020;0000;35,5;;;
051021;0000;37,75;;;
051022;0000;25,7083;;;
051023;0000;24,4583;;;
051024;0000;17,25;;;
051025;0000;23,75;;;
051026;0000;17,7083;;;
051027;0000;19,25;;;
051028;0000;12,75;;;
051029;0000;21,5833;;;
051030;0000;19,4167;;;
051031;0000;21,7143;;;
051101;0000;19,8333;;;
051102;0000;23,3333;;;
051103;0000;19,0417;;;
051104;0000;25,0833;;;
051105;0000;27,875;;;
051106;0000;26,9167;;;
051107;0000;29,5;;;
051108;0000;33,875;;;
051109;0000;33,375;;;
051110;0000;33,3333;;;
051111;0000;32,2916;;;
051112;0000;30,9167;;;
051113;0000;31,5417;;;
051114;0000;25,3333;;;
051115;0000;21,625;;;
051116;0000;26,4167;;;
051117;0000;19,9167;;;
051118;0000;18;;;
051119;0000;29,5833;;;
051120;0000;23,0417;;;
051121;0000;19,5833;;;
051122;0000;21,2917;;;
051123;0000;10,0417;;;
051124;0000;23,5;;;
051125;0000;27,3333;;;
051126;0000;18,7083;;;
051127;0000;16,2083;;;
051128;0000;17,0833;;;
051129;0000;15,2273;;;
051130;0000;17,75;;;
051201;0000;18,5833;;;
051202;0000;19,0417;;;
051203;0000;16,875;;;
051204;0000;11,5833;;;
051205;0000;15,9583;;;
051206;0000;17,5238;;;
051207;0000;17,4167;;;
051208;0000;19,5417;;;
051209;0000;22,2083;;;
051210;0000;27,0833;;;
051211;0000;20,625;;;
051212;0000;22,5833;;;
051213;0000;22,25;;;
051214;0000;27,25;;;
051215;0000;27,625;;;
051216;0000;29,2917;;;
051217;0000;35,625;;;
051218;0000;19,8333;;;
051219;0000;20,7083;;;
051220;0000;23,7917;;;
051221;0000;25,3333;;;
051222;0000;26,5833;;;
051223;0000;25,5417;;;
051224;0000;30,875;;;
051225;0000;26,625;;;
051226;0000;24,6667;;;
051227;0000;20,2917;;;
051228;0000;21,6667;;;
051229;0000;22,7917;;;
051230;0000;24,125;;;
051231;0000;28,25;;;
060101;0000;15,9167;;;
060102;0000;17,625;;;
060103;0000;17,4091;;;
060104;0000;18,5417;;;
060105;0000;17,6667;;;
060106;0000;17,2917;;;
060107;0000;20,9167;;;
060108;0000;20,125;;;
060109;0000;18,625;;;
060110;0000;14,6667;;;
060111;0000;24;;;
060112;0000;33,5833;;;
060113;0000;27,0833;;;
060114;0000;27,2083;;;
060115;0000;20,125;;;
060116;0000;27,1667;;;
060117;0000;29,381;;;
060118;0000;25,9583;;;
060119;0000;23,75;;;
060120;0000;24,8333;;;
060121;0000;26,5;;;
060122;0000;23,7917;;;
060123;0000;25,7083;;;
060124;0000;25,5;;;
060125;0000;29,4167;;;
060126;0000;28,5417;;;
060127;0000;36,2083;;;
060128;0000;41,9166;;;
060129;0000;28,5417;;;
060130;0000;25,2083;;;
060131;0000;25,3333;;;
060201;0000;28,125;;;
060202;0000;22,375;;;
060203;0000;20,5417;;;
060204;0000;26,125;;;
060205;0000;23,75;;;
060206;0000;24,4167;;;
060207;0000;25,2083;;;
060208;0000;25,125;;;
060209;0000;28,625;;;
060210;0000;31,5417;;;
060211;0000;29,2917;;;
060212;0000;22,5833;;;
060213;0000;23,5833;;;
060214;0000;25,7083;;;
060215;0000;23,0417;;;
060216;0000;22,125;;;
060217;0000;22,7083;;;
060218;0000;21,0417;;;
060219;0000;17,1667;;;
060220;0000;19,5417;;;
060221;0000;28;;;
060222;0000;18;;;
060223;0000;22,5833;;;
060224;0000;25,9167;;;
060225;0000;27,4167;;;
060226;0000;23,375;;;
060227;0000;21,5417;;;
060228;0000;20,9167;;;
060301;0000;21,75;;;
060302;0000;19,75;;;
060303;0000;27,5;;;
060304;0000;27,75;;;
060305;0000;27,25;;;
060306;0000;22,3333;;;
060307;0000;16,3684;;;
060308;0000;31,125;;;
060309;0000;33,625;;;
060310;0000;32,9583;;;
060311;0000;41;;;
060312;0000;31,0833;;;
060313;0000;29,25;;;
060314;0000;24,375;;;
060315;0000;20;;;
060316;0000;27,2917;;;
060317;0000;43,9166;;;
060318;0000;46,6666;;;
060319;0000;39,3333;;;
060320;0000;31,375;;;
060321;0000;34,2222;;;
060322;0000;39,5416;;;
060323;0000;38,2083;;;
060324;0000;40,125;;;
060325;0000;46,875;;;
060326;0000;33,2083;;;
060327;0000;38;;;
060328;0000;43,4545;;;
060329;0000;43,5;;;
060330;0000;42,9166;;;
060331;0000;54,9583;;;
060401;0000;49,125;;;
060402;0000;55,4583;;;
060403;0000;51,0416;;;
060404;0000;37,9091;;;
060405;0000;36,375;;;
060406;0000;34,6666;;;
060407;0000;44;;;
060408;0000;44,3333;;;
060409;0000;32,3333;;;
060410;0000;35,5416;;;
060411;0000;35,4166;;;
060412;0000;39,9166;;;
060413;0000;14,7083;;;
060414;0000;21,7917;;;
060415;0000;32,2916;;;
060416;0000;31,0833;;;
060417;0000;42,2916;;;
060418;0000;59,9166;;;
060419;0000;50;;;
060420;0000;20,125;;;
060421;0000;38;;;
060422;0000;37,4583;;;
060423;0000;31,4167;;;
060424;0000;37;;;
060425;0000;39,9166;;;
060426;0000;55,4166;;;
060427;0000;47,2916;;;
060428;0000;64,375;;;
060429;0000;76,5416;;;
060430;0000;57,75;;;
060501;0000;42,5416;;;
060502;0000;68,375;;;
060503;0000;49,7083;;;
060504;0000;45,9545;;;
060505;0000;66,5833;;;
060506;0000;80,75;;;
060507;0000;52,8333;;;
060508;0000;55,0416;;;
060509;0000;69,0833;;;
060510;0000;78,625;;;
060511;0000;89,4545;;;
060512;0000;99,0416;;;
060513;0000;82,2083;;;
060514;0000;78,125;;;
060515;0000;73,9166;;;
060516;0000;46,3333;;;
060517;0000;40,875;;;
060518;0000;43,5833;;;
060519;0000;102,375;;;
060520;0000;111,167;;;
060521;0000;70,375;;;
060522;0000;65,75;;;
060523;0000;44,875;;;
060524;0000;47,125;;;
060525;0000;34,25;;;
060526;0000;22,5417;;;
060527;0000;51,7916;;;
060528;0000;31,9583;;;
060529;0000;41,4285;;;
060530;0000;40,0416;;;
060531;0000;53,0833;;;
060601;0000;60,625;;;
060602;0000;73,25;;;
060603;0000;53,0416;;;
060604;0000;48,2083;;;
060605;0000;40,125;;;
060606;0000;53,375;;;
060607;0000;19,4583;;;
060608;0000;14,375;;;
060609;0000;21,5;;;
060610;0000;48,1666;;;
060611;0000;64,875;;;
060612;0000;51,4583;;;
060613;0000;68,0833;;;
060614;0000;54,875;;;
060615;0000;59,6666;;;
060616;0000;47,1666;;;
060617;0000;44,0416;;;
060618;0000;53,8333;;;
060619;0000;62,4583;;;
060620;0000;51;;;
060621;0000;58,0833;;;
060622;0000;44,5833;;;
060623;0000;51,7083;;;
060624;0000;41,3333;;;
060625;0000;35;;;
060626;0000;37,2083;;;
060627;0000;30;;;
060628;0000;59;;;
060629;0000;60,8333;;;
060630;0000;86,25;;;
060701;0000;63,625;;;
060702;0000;28,9167;;;
060703;0000;38,4166;;;
060704;0000;44,6666;;;
060705;0000;49;;;
060706;0000;33,875;;;
060707;0000;11,875;;;
060708;0000;15,8333;;;
060709;0000;31,4583;;;
060710;0000;43,9166;;;
060711;0000;15,6667;;;
060712;0000;11,7917;;;
060713;0000;29,7917;;;
060714;0000;60,5;;;
060715;0000;49,7083;;;
060716;0000;46,8333;;;
060717;0000;44,0476;;;
060718;0000;48,125;;;
060719;0000;45,6666;;;
060720;0000;34,5;;;
060721;0000;34,7916;;;
060722;0000;23,7083;;;
060723;0000;24,2917;;;
060724;0000;40,25;;;
060725;0000;33,2083;;;
060726;0000;14,7917;;;
060727;0000;27,3333;;;
060728;0000;47,875;;;
060729;0000;60,3333;;;
060730;0000;52,7083;;;
060731;0000;57,6666;;;
060801;0000;89,6666;;;
060802;0000;55,1666;;;
060803;0000;48,9166;;;
060804;0000;34,7916;;;
060805;0000;75,7916;;;
060806;0000;39,1111;;;
060807;0000;24,75;;;
060808;0000;22,5417;;;
060809;0000;18,0417;;;
060810;0000;38,375;;;
060811;0000;14,2083;;;
060812;0000;47,2083;;;
060813;0000;21,7917;;;
060814;0000;31,375;;;
060815;0000;39,6666;;;
060816;0000;46,2083;;;
060817;0000;44,5416;;;
060818;0000;49,125;;;
060819;0000;37,4166;;;
060820;0000;31,5833;;;
060821;0000;35,1666;;;
060822;0000;45,25;;;
060823;0000;47,0833;;;
060824;0000;33,0833;;;
060825;0000;27,375;;;
060826;0000;44,7083;;;
060827;0000;31,4583;;;
060828;0000;30,0833;;;
060829;0000;34,3333;;;
060830;0000;23,5833;;;
060831;0000;21,5417;;;
060901;0000;24,2917;;;
060902;0000;45,7916;;;
060903;0000;38,0416;;;
060904;0000;33,375;;;
060905;0000;36,0416;;;
060906;0000;37,4583;;;
060907;0000;26,625;;;
060908;0000;27,2083;;;
060909;0000;37,875;;;
060910;0000;19,1667;;;
060911;0000;9,09999;;;
060912;0000;32,7368;;;
060913;0000;20,125;;;
060914;0000;28,6667;;;
060915;0000;39,8095;;;
060916;0000;40,9583;;;
060917;0000;42,5833;;;
060918;0000;33,2916;;;
060919;0000;26,2917;;;
060920;0000;22,75;;;
060921;0000;28,375;;;
060922;0000;15,875;;;
060923;0000;31,4167;;;
060924;0000;23,2917;;;
060925;0000;21,9583;;;
060926;0000;38,75;;;
060927;0000;36,0416;;;
060928;0000;37,375;;;
060929;0000;35,125;;;
060930;0000;32,5833;;;
061001;0000;34,875;;;
061002;0000;30,0417;;;
061003;0000;18,9048;;;
061004;0000;13,5;;;
061005;0000;17,6667;;;
061006;0000;24,6667;;;
061007;0000;26,8333;;;
061008;0000;22,25;;;
061009;0000;19,75;;;
061010;0000;20,125;;;
061011;0000;22,4167;;;
061012;0000;20,3333;;;
061013;0000;15,0833;;;
061014;0000;13,125;;;
061015;0000;20,6667;;;
061016;0000;20,7917;;;
061017;0000;24,125;;;
061018;0000;35,9166;;;
061019;0000;26;;;
061020;0000;26,2727;;;
061021;0000;29,2083;;;
061022;0000;24,4583;;;
061023;0000;22,25;;;
061024;0000;15,75;;;
061025;0000;20,5;;;
061026;0000;14,75;;;
061027;0000;17,1667;;;
061028;0000;18,1667;;;
061029;0000;12,5417;;;
061030;0000;11,6667;;;
061031;0000;18,25;;;
061101;0000;23,0417;;;
061102;0000;26,75;;;
061103;0000;32,25;;;
061104;0000;22,7917;;;
061105;0000;14;;;
061106;0000;20,7083;;;
061107;0000;21,5;;;
061108;0000;20,4583;;;
061109;0000;27,1667;;;
061110;0000;30,5833;;;
061111;0000;35,375;;;
061112;0000;23,375;;;
061113;0000;18,2083;;;
061114;0000;13,8333;;;
061115;0000;14,65;;;
061116;0000;14,4583;;;
061117;0000;12,4167;;;
061118;0000;19,625;;;
061119;0000;24,0417;;;
061120;0000;24,7083;;;
061121;0000;30,9167;;;
061122;0000;28,0833;;;
061123;0000;28,1667;;;
061124;0000;26,0417;;;
061125;0000;22,75;;;
061126;0000;19,9583;;;
061127;0000;23,7917;;;
061128;0000;26,5833;;;
061129;0000;26;;;
061130;0000;25,9167;;;
061201;0000;41,7916;;;
061202;0000;22,9583;;;
061203;0000;20,6667;;;
061204;0000;21,25;;;
061205;0000;28,8333;;;
061206;0000;26,125;;;
061207;0000;29,6667;;;
061208;0000;25,5;;;
061209;0000;21,8333;;;
061210;0000;22,2083;;;
061211;0000;24,125;;;
061212;0000;21,4583;;;
061213;0000;20,4167;;;
061214;0000;19,0417;;;
061215;0000;22,9167;;;
061216;0000;23,0417;;;
061217;0000;24,0417;;;
061218;0000;24,9167;;;
061219;0000;28,25;;;
061220;0000;30,0833;;;
061221;0000;35,3333;;;
061222;0000;40,3333;;;
061223;0000;33,5;;;
061224;0000;24,125;;;
061225;0000;21,0833;;;
061226;0000;24,5;;;
061227;0000;28,125;;;
061228;0000;42,5;;;
061229;0000;42,25;;;
061230;0000;38,7083;;;
061231;0000;33,1739;;;
070101;0000;22,0417;;;
070102;0000;27,5833;;;
070103;0000;26,6818;;;
070104;0000;29,7917;;;
070105;0000;39,25;;;
070106;0000;23,6667;;;
070107;0000;17;;;
070108;0000;21,7083;;;
070109;0000;23,0833;;;
070110;0000;25,25;;;
070111;0000;26,4167;;;
070112;0000;31,375;;;
070113;0000;30,6667;;;
070114;0000;25,0833;;;
070115;0000;19,7917;;;
070116;0000;22,875;;;
070117;0000;22,4167;;;
070118;0000;25,9583;;;
070119;0000;31,5;;;
070120;0000;20,375;;;
070121;0000;13,7917;;;
070122;0000;13,5;;;
070123;0000;14,7917;;;
070124;0000;16,4583;;;
070125;0000;13,6667;;;
070126;0000;15,125;;;
070127;0000;18,1667;;;
070128;0000;14,375;;;
070129;0000;19,375;;;
070130;0000;20,9583;;;
070131;0000;27,4167;;;
070201;0000;26,6667;;;
070202;0000;27,4583;;;
070203;0000;21,25;;;
070204;0000;18,25;;;
070205;0000;20,5833;;;
070206;0000;23,4167;;;
070207;0000;21,25;;;
070208;0000;21,125;;;
070209;0000;24,875;;;
070210;0000;24,625;;;
070211;0000;32,9583;;;
070212;0000;20,0417;;;
070213;0000;18,9167;;;
070214;0000;17,5833;;;
070215;0000;14,0833;;;
070216;0000;8,33333;;;
070217;0000;19,5833;;;
070218;0000;18,5833;;;
070219;0000;15,7083;;;
070220;0000;17,2917;;;
070221;0000;13,9583;;;
070222;0000;21,2083;;;
070223;0000;24,7917;;;
070224;0000;29,125;;;
070225;0000;21;;;
070226;0000;21,9583;;;
070227;0000;26,7917;;;
070228;0000;21;;;
070301;0000;21,0417;;;
070302;0000;22,25;;;
070303;0000;26,6667;;;
070304;0000;22,25;;;
070305;0000;27,3333;;;
070306;0000;29,5;;;
070307;0000;26,375;;;
070308;0000;18,5417;;;
070309;0000;23,15;;;
070310;0000;28,6667;;;
070311;0000;22,9167;;;
070312;0000;23,375;;;
070313;0000;23,875;;;
070314;0000;25,875;;;
070315;0000;29,4737;;;
070316;0000;28,375;;;
070317;0000;31,4583;;;
070318;0000;26,9583;;;
070319;0000;29,0833;;;
070320;0000;30,1667;;;
070321;0000;27,6667;;;
070322;0000;36,3333;;;
070323;0000;34,3333;;;
070324;0000;31,375;;;
070325;0000;30,6667;;;
070326;0000;29,7917;;;
070327;0000;23,625;;;
070328;0000;21,0833;;;
070329;0000;28,5217;;;
070330;0000;30,7895;;;
070331;0000;27,875;;;
070401;0000;32,7916;;;
070402;0000;27,2917;;;
070403;0000;37,7083;;;
070404;0000;39,375;;;
070405;0000;44,125;;;
070406;0000;48,0833;;;
070407;0000;33,9166;;;
070408;0000;25,5417;;;
070409;0000;26,4167;;;
070410;0000;32,5;;;
070411;0000;21,4167;;;
070412;0000;33,625;;;
070413;0000;27,6667;;;
070414;0000;47,0416;;;
070415;0000;41,5;;;
070416;0000;19;;;
070417;0000;36,4285;;;
070418;0000;36,4166;;;
070419;0000;23,625;;;
070420;0000;36,4583;;;
070421;0000;34,875;;;
070422;0000;23,75;;;
070423;0000;46,5833;;;
070424;0000;43,25;;;
070425;0000;45,7083;;;
070426;0000;53,7916;;;
070427;0000;54,25;;;
070428;0000;79,75;;;
070429;0000;53,5416;;;
070430;0000;41,6666;;;
070501;0000;40,0833;;;
070502;0000;38,7916;;;
070503;0000;27,5417;;;
070504;0000;36,875;;;
070505;0000;49,1666;;;
070506;0000;44,375;;;
070507;0000;44;;;
070508;0000;46,4583;;;
070509;0000;53,2916;;;
070510;0000;74,3333;;;
070511;0000;86,0833;;;
070512;0000;56,75;;;
070513;0000;74,75;;;
070514;0000;91,25;;;
070515;0000;70,25;;;
070516;0000;46,9166;;;
070517;0000;54,0833;;;
070518;0000;58,9583;;;
070519;0000;72,7083;;;
070520;0000;78,9166;;;
070521;0000;56,5833;;;
070522;0000;55,8636;;;
070523;0000;56,0416;;;
070524;0000;54,3333;;;
070525;0000;92,5454;;;
070526;0000;83,4166;;;
070527;0000;99,0416;;;
070528;0000;66,2083;;;
070529;0000;47,0416;;;
070530;0000;62,375;;;
070531;0000;26,5417;;;
070601;0000;40,5833;;;
070602;0000;53,7083;;;
070603;0000;54,875;;;
070604;0000;53,8333;;;
070605;0000;59,4583;;;
070606;0000;79,2916;;;
070607;0000;79,0833;;;
070608;0000;82,625;;;
070609;0000;41,4166;;;
070610;0000;61,3333;;;
070611;0000;69,9583;;;
070612;0000;48,25;;;
070613;0000;14,0833;;;
070614;0000;10,6667;;;
070615;0000;45,6666;;;
070616;0000;108;;;
070617;0000;83,875;;;
070618;0000;71,3181;;;
070619;0000;31;;;
070620;0000;16;;;
070621;0000;32,375;;;
070622;0000;29,9583;;;
070623;0000;50,625;;;
070624;0000;48,2916;;;
070625;0000;53,0416;;;
070626;0000;79,9583;;;
070627;0000;50,2916;;;
070628;0000;52,0416;;;
070629;0000;49,1666;;;
070630;0000;68,2083;;;
070701;0000;56,2916;;;
070702;0000;59,3333;;;
070703;0000;71,5;;;
070704;0000;60,375;;;
070705;0000;19,7083;;;
070706;0000;20,375;;;
070707;0000;14,6667;;;
070708;0000;10,0417;;;
070709;0000;31,5417;;;
070710;0000;48,0416;;;
070711;0000;53,5;;;
070712;0000;86,3333;;;
070713;0000;22,875;;;
070714;0000;40,9583;;;
070715;0000;43,7083;;;
070716;0000;28,625;;;
070717;0000;41,7083;;;
070718;0000;64,4583;;;
070719;0000;54,7916;;;
070720;0000;49,4166;;;
070721;0000;18,8333;;;
070722;0000;23,9167;;;
070723;0000;18,5555;;;
070724;0000;21,6667;;;
070725;0000;38,5;;;
070726;0000;45,75;;;
070727;0000;46,9583;;;
070728;0000;48;;;
070729;0000;46,375;;;
070730;0000;70;;;
070731;0000;46,2916;;;
070801;0000;29,5;;;
070802;0000;34,1666;;;
070803;0000;50,7619;;;
070804;0000;58,0833;;;
070805;0000;47,4583;;;
070806;0000;37,75;;;
070807;0000;48,5;;;
070808;0000;14,4167;;;
070809;0000;34,2916;;;
070810;0000;44,2083;;;
070811;0000;38,7916;;;
070812;0000;43,4583;;;
070813;0000;20,125;;;
070814;0000;8,95833;;;
070815;0000;12,1667;;;
070816;0000;26,8333;;;
070817;0000;39,5416;;;
070818;0000;44,25;;;
070819;0000;32,0833;;;
070820;0000;33,25;;;
070821;0000;44,0416;;;
070822;0000;52,6666;;;
070823;0000;22,2083;;;
070824;0000;12,25;;;
070825;0000;27,2917;;;
070826;0000;34,3333;;;
070827;0000;35,5833;;;
070828;0000;35,0833;;;
070829;0000;42,0833;;;
070830;0000;49,875;;;
070831;0000;50,5;;;
070901;0000;60,8333;;;
070902;0000;39,2916;;;
070903;0000;38,6364;;;
070904;0000;39,6666;;;
070905;0000;39,7916;;;
070906;0000;46,4583;;;
070907;0000;38,4583;;;
070908;0000;31,3333;;;
070909;0000;29,7083;;;
070910;0000;29,9167;;;
070911;0000;33,6818;;;
070912;0000;40,25;;;
070913;0000;20,5833;;;
070914;0000;22,8571;;;
070915;0000;23,375;;;
070916;0000;16,625;;;
070917;0000;16,0833;;;
070918;0000;21,0833;;;
070919;0000;9,70833;;;
070920;0000;11,5417;;;
070921;0000;18,375;;;
070922;0000;24,9583;;;
070923;0000;26,2917;;;
070924;0000;32,625;;;
070925;0000;27,5;;;
070926;0000;31,0417;;;
070927;0000;37,6666;;;
070928;0000;36,6666;;;
070929;0000;41,8333;;;
070930;0000;33,1666;;;
071001;0000;19,25;;;
071002;0000;25,2917;;;
071003;0000;23,875;;;
071004;0000;27,0833;;;
071005;0000;28,625;;;
071006;0000;30,0417;;;
071007;0000;25,5833;;;
071008;0000;22,7083;;;
071009;0000;18,7917;;;
071010;0000;16,7083;;;
071011;0000;14,5417;;;
071012;0000;15,5833;;;
071013;0000;12,8333;;;
071014;0000;15,625;;;
071015;0000;15,875;;;
071016;0000;24,4167;;;
071017;0000;29,5833;;;
071018;0000;30,75;;;
071019;0000;34,4285;;;
071020;0000;22,2917;;;
071021;0000;22,0417;;;
