FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
051113;0000;;;;
051114;0000;;;;
051115;0000;;;2,81472;
051116;0000;;;2,94061;
051117;0000;;;3,49874;
051118;0000;;;3,71611;
051119;0000;;;6,91566;
051120;0000;;;2,63575;
051121;0000;;;3,53973;
051122;0000;;;3,42285;
051123;0000;;;;
051124;0000;;;;
051125;0000;;;7,84334;
051126;0000;;;2,65011;
051127;0000;;;;
051128;0000;;;5,08418;
051129;0000;;;3,5296;
051130;0000;;;2,80828;
051201;0000;;;1,48408;
051202;0000;;;2,21104;
051203;0000;;;2,39965;
051204;0000;;;2,46868;
051205;0000;;;1,86585;
051206;0000;;;3,82945;
051207;0000;;;4,99155;
051208;0000;;;4,00541;
051209;0000;;;3,2972;
051210;0000;;;5,25085;
051211;0000;;;4,10917;
051212;0000;;;2,9585;
051213;0000;;;;
051214;0000;;;4,59048;
051215;0000;;;4,03446;
051216;0000;;;4,65253;
051217;0000;;;4,8022;
051218;0000;;;4,40901;
051219;0000;;;3,12001;
051220;0000;;;4,35948;
051221;0000;;;4,12486;
051222;0000;;;3,52066;
051223;0000;;;2,74164;
051224;0000;;;4,12005;
051225;0000;;;;
051226;0000;;;;
051227;0000;;;3,65477;
051228;0000;;;4,29036;
051229;0000;;;3,00539;
051230;0000;;;3,54444;
051231;0000;;;1,90733;
060101;0000;;;;
060102;0000;;;4,03195;
060103;0000;;;3,32175;
060104;0000;;;;
060105;0000;;;3,95593;
060106;0000;;;3,7419;
060107;0000;;;6,65044;
060108;0000;;;6,39582;
060109;0000;;;7,50224;
060110;0000;;;6,86872;
060111;0000;;;2,46551;
060112;0000;;;5,84558;
060113;0000;;;;
060114;0000;;;;
060115;0000;;;3,37807;
060116;0000;;;4,53165;
060117;0000;;;5,53618;
060118;0000;;;4,66189;
060119;0000;;;3,15694;
060120;0000;;;;
060121;0000;;;;
060122;0000;;;4,10127;
060123;0000;;;4,33923;
060124;0000;;;3,90347;
060125;0000;;;6,47012;
060126;0000;;;4,31001;
060127;0000;;;3,61779;
060128;0000;;;3,66632;
060129;0000;;;3,5564;
060130;0000;;;;
060131;0000;;;1,88552;
060201;0000;;;2,38959;
060202;0000;;;4,65614;
060203;0000;;;;
060204;0000;;;;
060205;0000;;;;
060206;0000;;;3,31571;
060207;0000;;;2,83718;
060208;0000;;;3,77114;
060209;0000;;;4,49789;
060210;0000;;;3,40864;
060211;0000;;;4,49648;
060212;0000;;;2,9174;
060213;0000;;;2,19563;
060214;0000;;;2,53131;
060215;0000;;;5,33869;
060216;0000;;;4,14779;
060217;0000;;;4,10794;
060218;0000;;;;
060219;0000;;;6,85937;
060220;0000;;;4,71496;
060221;0000;;;4,61889;
060222;0000;;;3,06963;
060223;0000;;;3,89546;
060224;0000;;;1,73331;
060225;0000;;;;
060226;0000;;;7,23434;
060227;0000;;;4,37369;
060228;0000;;;1,97849;
060301;0000;;;2,78706;
060302;0000;;;2,77554;
060303;0000;;;2,7021;
060304;0000;;;3,26247;
060305;0000;;;2,06616;
060306;0000;;;3,14365;
060307;0000;;;;
060308;0000;;;3,53195;
060309;0000;;;5,3646;
060310;0000;;;4,97583;
060311;0000;;;6,54826;
060312;0000;;;1,87905;
060313;0000;;;6,37361;
060314;0000;;;2,02942;
060315;0000;;;;
060316;0000;;;3,4922;
060317;0000;;;5,00847;
060318;0000;;;2,82669;
060319;0000;;;3,9892;
060320;0000;;;2,2275;
060321;0000;;;2,59494;
060322;0000;;;4,26434;
060323;0000;;;3,61742;
060324;0000;;;3,32627;
060325;0000;;;3,79366;
060326;0000;;;4,27128;
060327;0000;;;4,10411;
060328;0000;;;3,55993;
060329;0000;;;4,32028;
060330;0000;;;3,63638;
060331;0000;;;3,41956;
060401;0000;;;4,31892;
060402;0000;;;;
060403;0000;;;;
060404;0000;;;3,85576;
060405;0000;;;9,47246;
060406;0000;;;7,9425;
060407;0000;;;3,21833;
060408;0000;;;3,86439;
060409;0000;;;;
060410;0000;;;;
060411;0000;;;;
060412;0000;;;;
060413;0000;;;;
060414;0000;;;4,89256;
060415;0000;;;3,89416;
060416;0000;;;3,30688;
060417;0000;;;4,77637;
060418;0000;;;5,04784;
060419;0000;;;3,43371;
060420;0000;;;;
060421;0000;;;5,00986;
060422;0000;;;8,42168;
060423;0000;;;3,62123;
060424;0000;;;3,10904;
060425;0000;;;3,54119;
060426;0000;;;4,77377;
060427;0000;;;;
060428;0000;4,16666;;;
060429;0000;5,58333;;;
060430;0000;3,875;;;
060501;0000;3,625;;;
060502;0000;3,33333;;;
060503;0000;3,5;;;
060504;0000;2,41666;;;
060505;0000;2,29166;;;
060506;0000;5,33333;;;
060507;0000;3,66666;;;
060508;0000;6,83333;;;
060509;0000;7,45833;;;
060510;0000;8,33333;;;
060511;0000;8,75;;;
060512;0000;3,66666;;;
060513;0000;5,41666;;;
060514;0000;3,16666;;;
060515;0000;2,625;;;
060516;0000;2,95833;;;
060517;0000;4,58333;;;
060518;0000;6,5;;;
060519;0000;8,58333;;;
060520;0000;10,4167;;;
060521;0000;5,95833;;;
060522;0000;5,875;;;
060523;0000;5,5;;;
060524;0000;6,25;;;
060525;0000;6,29166;;;
060526;0000;4,45454;;;
060527;0000;3,04166;;;
060528;0000;2,41666;;;
060529;0000;2,83333;;;
060530;0000;3,59091;;;
060531;0000;4,36363;;;
060601;0000;6,95833;;;
060602;0000;6,125;;;
060603;0000;4,54166;;;
060604;0000;3,66666;;;
060605;0000;2,79166;;;
060606;0000;5,20833;;;
060607;0000;2,58333;;;
060608;0000;1,20833;;;
060609;0000;1,54167;;;
060610;0000;2,45833;;;
060611;0000;4,08333;;;
060612;0000;3,5;;;
060613;0000;4,95833;;;
060614;0000;3,91666;;;
060615;0000;5,20833;;;
060616;0000;4,375;;;
060617;0000;1,54167;;;
060618;0000;4,625;;;
060619;0000;4,04166;;;
060620;0000;3,625;;;
060621;0000;4,16666;;;
060622;0000;5,29166;;;
060623;0000;5,75;;;
060624;0000;3,41666;;;
060625;0000;3,375;;;
060626;0000;4,16666;;;
060627;0000;3,95833;;;
060628;0000;4;;;
060629;0000;3,29166;;;
060630;0000;6,54166;;;
060701;0000;5,04166;;;
060702;0000;3,79166;;;
060703;0000;5,41666;;;
060704;0000;5,41666;;;
060705;0000;3,20833;;;
060706;0000;2,66666;;;
060707;0000;1,79167;;;
060708;0000;1,33333;;;
060709;0000;1,625;;;
060710;0000;3,125;;;
060711;0000;2,33333;;;
060712;0000;1,375;;;
060713;0000;1,83333;;;
060714;0000;3,91666;;;
060715;0000;4,29166;;;
060716;0000;4,125;;;
060717;0000;7,625;;;
060718;0000;4,95833;;;
060719;0000;4,70833;;;
060720;0000;3,04166;;;
060721;0000;2,08333;;;
060722;0000;3,41666;;;
060723;0000;2,58333;;;
060724;0000;2,66666;;;
060725;0000;2,95833;;;
060726;0000;1,41667;;;
060727;0000;2,16666;;;
060728;0000;4,66666;;;
060729;0000;7,20833;;;
060730;0000;4,16666;;;
060731;0000;5,125;;;
060801;0000;5,54166;;;
060802;0000;5,83333;;;
060803;0000;3,70833;;;
060804;0000;4,375;;;
060805;0000;4,29166;;;
060806;0000;3,68182;;;
060807;0000;2,125;;;
060808;0000;2,33333;;;
060809;0000;1,875;;;
060810;0000;3,125;;;
060811;0000;1,625;;;
060812;0000;2,79166;;;
060813;0000;2,5;;;
060814;0000;3,08333;;;
060815;0000;3,91666;;;
060816;0000;4,58333;;;
060817;0000;4,29166;;;
060818;0000;5,875;;;
060819;0000;3,875;;;
060820;0000;6,875;;;
060821;0000;4,45833;;;
060822;0000;4,29166;;;
060823;0000;2,45833;;;
060824;0000;1,08333;;;
060825;0000;1,45833;;;
060826;0000;2,25;;;
060827;0000;4,41666;;;
060828;0000;2,41666;;;
060829;0000;2,125;;;
060830;0000;4,45833;;;
060831;0000;1,91667;;;
060901;0000;4,33333;;;
060902;0000;4,875;;;
060903;0000;3,33333;;;
060904;0000;2,875;;;
060905;0000;3,45833;;;
060906;0000;3,5;;;
060907;0000;2,875;;;
060908;0000;2,41666;;;
060909;0000;2,79166;;;
060910;0000;4,83333;;;
060911;0000;4,04545;;;
060912;0000;;;;
060913;0000;2,79166;;;
060914;0000;4,16666;;;
060915;0000;7,45833;;;
060916;0000;3,75;;;
060917;0000;3,20833;;;
060918;0000;2,625;;;
060919;0000;3,58333;;;
060920;0000;3,08333;;;
060921;0000;5,16666;;;
060922;0000;2,70833;;;
060923;0000;5,66666;;;
060924;0000;4,95833;;;
060925;0000;2,08333;;;
060926;0000;3,45833;;;
060927;0000;4,66666;;;
060928;0000;5,16666;;;
060929;0000;3,58333;;;
060930;0000;2,70833;;;
061001;0000;1,45833;;;
061002;0000;2,41666;;;
061003;0000;1,91667;;;
061004;0000;1,5;;;
061005;0000;5,625;;;
061006;0000;2,79166;;;
061007;0000;4,41666;;;
061008;0000;5,41666;;;
061009;0000;2,79166;;;
061010;0000;2,41666;;;
061011;0000;4,375;;;
061012;0000;3,45833;;;
061013;0000;1,5;;;
061014;0000;1,04167;;;
061015;0000;4,66666;;;
061016;0000;2,41666;;;
061017;0000;4,125;;;
061018;0000;2,70833;;;
061019;0000;3,5;;;
061020;0000;4,29166;;;
061021;0000;3,75;;;
061022;0000;1,91667;;;
061023;0000;1,79167;;;
061024;0000;1,29167;;;
061025;0000;5,875;;;
061026;0000;2,16666;;;
061027;0000;4,625;;;
061028;0000;6,29166;;;
061029;0000;1,25;;;
061030;0000;2,625;;;
061031;0000;3,04166;;;
061101;0000;4,125;;;
061102;0000;5,54166;;;
061103;0000;3,875;;;
061104;0000;1,58333;;;
061105;0000;3,25;;;
061106;0000;3,41666;;;
061107;0000;3,08333;;;
061108;0000;3,25;;;
061109;0000;3;;;
061110;0000;2,25;;;
061111;0000;10,2083;;;
061112;0000;4,16666;;;
061113;0000;1,79167;;;
061114;0000;2,54166;;;
061115;0000;2,75;;;
061116;0000;1,625;;;
061117;0000;3,83333;;;
061118;0000;4,125;;;
061119;0000;2,75;;;
061120;0000;4,08333;;;
061121;0000;4,04166;;;
061122;0000;2,75;;;
061123;0000;3,5;;;
061124;0000;3,25;;;
061125;0000;2,54166;;;
061126;0000;2,41666;;;
061127;0000;3,45833;;;
061128;0000;5,54166;;;
061129;0000;3,29166;;;
061130;0000;3,83333;;;
061201;0000;4,83333;;;
061202;0000;3,33333;;;
061203;0000;6,45833;;;
061204;0000;4,45833;;;
061205;0000;7,125;;;
061206;0000;2,83333;;;
061207;0000;2,16666;;;
061208;0000;7,79166;;;
061209;0000;2,20833;;;
061210;0000;3,125;;;
061211;0000;3,95833;;;
061212;0000;2,66666;;;
061213;0000;4,29166;;;
061214;0000;2,625;;;
061215;0000;2,5;;;
061216;0000;4,33333;;;
061217;0000;3;;;
061218;0000;3,33333;;;
061219;0000;1,95833;;;
061220;0000;1,75;;;
061221;0000;2,95833;;;
061222;0000;3,125;;;
061223;0000;6,04166;;;
061224;0000;4,125;;;
061225;0000;2,75;;;
061226;0000;2,16666;;;
061227;0000;3,95833;;;
061228;0000;5,66666;;;
061229;0000;4,45833;;;
061230;0000;4,125;;;
061231;0000;2,5;;;
070101;0000;4,20833;;;
070102;0000;4,08333;;;
070103;0000;2,375;;;
070104;0000;4,29166;;;
070105;0000;4,08333;;;
070106;0000;8,91666;;;
070107;0000;6,54545;;;
070108;0000;4,875;;;
070109;0000;4,25;;;
070110;0000;7,79166;;;
070111;0000;9;;;
070112;0000;4,33333;;;
070113;0000;4,75;;;
070114;0000;5,25;;;
070115;0000;3,45833;;;
070116;0000;3,20833;;;
070117;0000;2,70833;;;
070118;0000;2,29166;;;
070119;0000;1,79167;;;
070120;0000;2,54166;;;
070121;0000;6,04166;;;
070122;0000;5,95833;;;
070123;0000;3,79166;;;
070124;0000;2,08333;;;
070125;0000;2;;;
070126;0000;3,54166;;;
070127;0000;2,54166;;;
070128;0000;2,33333;;;
070129;0000;5,16666;;;
070130;0000;3,91666;;;
070131;0000;3,91666;;;
070201;0000;4,875;;;
070202;0000;4,75;;;
070203;0000;9,16666;;;
070204;0000;4,75;;;
070205;0000;3,5;;;
070206;0000;2,54166;;;
070207;0000;2,08333;;;
070208;0000;2,41666;;;
070209;0000;2,54166;;;
070210;0000;2,75;;;
070211;0000;5,5;;;
070212;0000;3,375;;;
070213;0000;3,41666;;;
070214;0000;2,33333;;;
070215;0000;6,16666;;;
070216;0000;1,5;;;
070217;0000;2,79166;;;
070218;0000;2,45833;;;
070219;0000;2;;;
070220;0000;2,875;;;
070221;0000;3,95833;;;
070222;0000;3,29166;;;
070223;0000;3,75;;;
070224;0000;5,75;;;
070225;0000;2,66666;;;
070226;0000;2,66666;;;
070227;0000;4,375;;;
070228;0000;2,79166;;;
070301;0000;5,875;;;
070302;0000;4,29166;;;
070303;0000;3,25;;;
070304;0000;4,75;;;
070305;0000;5,75;;;
070306;0000;2,58333;;;
070307;0000;3,125;;;
070308;0000;6,5;;;
070309;0000;6,5;;;
070310;0000;5,875;;;
070311;0000;2,91666;;;
070312;0000;5,26086;;;
070313;0000;2,54166;;;
070314;0000;3,125;;;
070315;0000;3,95833;;;
070316;0000;3,54166;;;
070317;0000;3;;;
070318;0000;2,58333;;;
070319;0000;5,16666;;;
070320;0000;1,66667;;;
070321;0000;3,70833;;;
070322;0000;6,625;;;
070323;0000;5,40909;;;
070324;0000;3,25;;;
070325;0000;4,25;;;
070326;0000;5,58333;;;
070327;0000;5,875;;;
070328;0000;2,95833;;;
070329;0000;4,58333;;;
070330;0000;6,6842;;;
070331;0000;2,5;;;
070401;0000;2,20833;;;
070402;0000;4,08333;;;
070403;0000;3,79166;;;
070404;0000;3,20833;;;
070405;0000;1,83333;;;
070406;0000;6,41666;;;
070407;0000;3,75;;;
070408;0000;6,04166;;;
070409;0000;2,58333;;;
070410;0000;5,08333;;;
070411;0000;4,66666;;;
070412;0000;6,875;;;
070413;0000;4,16666;;;
070414;0000;3,95833;;;
070415;0000;4,125;;;
070416;0000;2,625;;;
070417;0000;3,33333;;;
070418;0000;3,79166;;;
070419;0000;1,83333;;;
070420;0000;4,25;;;
070421;0000;3,45833;;;
070422;0000;5,875;;;
070423;0000;4,16666;;;
070424;0000;3,75;;;
070425;0000;4,79166;;;
070426;0000;9,625;;;
070427;0000;4,75;;;
070428;0000;3,875;;;
070429;0000;3,875;;;
070430;0000;4,29166;;;
070501;0000;3,75;;;
070502;0000;4,79166;;;
070503;0000;3,21739;;;
070504;0000;4,16666;;;
070505;0000;2,58333;;;
070506;0000;1,58333;;;
070507;0000;2,16666;;;
070508;0000;3,75;;;
070509;0000;2,75;;;
070510;0000;3;;;
070511;0000;4,29166;;;
070512;0000;2,75;;;
070513;0000;1,375;;;
070514;0000;3,75;;;
070515;0000;5;;;
070516;0000;3,41666;;;
070517;0000;6,54166;;;
070518;0000;4,60869;;;
070519;0000;4,25;;;
070520;0000;5,95833;;;
070521;0000;4,95833;;;
070522;0000;8,45833;;;
070523;0000;4,875;;;
070524;0000;5,375;;;
070525;0000;3,20833;;;
070526;0000;2,58333;;;
070527;0000;2,95833;;;
070528;0000;3,83333;;;
070529;0000;6,33333;;;
070530;0000;3,79166;;;
070531;0000;2,04166;;;
070601;0000;4,79166;;;
070602;0000;4,29166;;;
070603;0000;2,83333;;;
070604;0000;6;;;
070605;0000;5,66666;;;
070606;0000;2,5;;;
070607;0000;6,70833;;;
070608;0000;5,54166;;;
070609;0000;2,29166;;;
070610;0000;3,25;;;
070611;0000;5,375;;;
070612;0000;7,04166;;;
070613;0000;1,91667;;;
070614;0000;1,33333;;;
070615;0000;2,66666;;;
070616;0000;5,16666;;;
070617;0000;6,54166;;;
070618;0000;7,95833;;;
070619;0000;3,33333;;;
070620;0000;1,625;;;
070621;0000;2,375;;;
070622;0000;2,25;;;
070623;0000;4,375;;;
070624;0000;2,75;;;
070625;0000;5,54166;;;
070626;0000;3,70833;;;
070627;0000;4,25;;;
070628;0000;4,70833;;;
070629;0000;4,54166;;;
070630;0000;5,08333;;;
070701;0000;2,54166;;;
070702;0000;4,375;;;
070703;0000;4,625;;;
070704;0000;3,70833;;;
070705;0000;2,20833;;;
070706;0000;1,16667;;;
070707;0000;1;;;
070708;0000;;;;
070709;0000;;;3,79231;
070710;0000;3,45833;;;
070711;0000;5,04166;;;
070712;0000;7,16666;;;
070713;0000;2,125;;;
070714;0000;2,41666;;;
070715;0000;3,25;;;
070716;0000;1,5;;;
070717;0000;2,54166;;;
070718;0000;4;;;
070719;0000;3,83333;;;
070720;0000;2,54166;;;
070721;0000;1,125;;;
070722;0000;1,41667;;;
070723;0000;1,33333;;;
070724;0000;1,41667;;;
070725;0000;2,66666;;;
070726;0000;3,04166;;;
070727;0000;3,5;;;
070728;0000;2,95833;;;
070729;0000;1,875;;;
070730;0000;3,125;;;
070731;0000;2,91666;;;
070801;0000;2,625;;;
070802;0000;2,33333;;;
070803;0000;4,83333;;;
070804;0000;4,33333;;;
070805;0000;2,375;;;
070806;0000;8,75;;;
070807;0000;4,20833;;;
070808;0000;1,875;;;
070809;0000;2,16666;;;
070810;0000;2,91666;;;
070811;0000;3,25;;;
070812;0000;1,70833;;;
070813;0000;1,625;;;
070814;0000;1,04167;;;
070815;0000;1;;;
070816;0000;1,83333;;;
070817;0000;2,75;;;
070818;0000;2,70833;;;
070819;0000;2,70833;;;
070820;0000;2,29166;;;
070821;0000;2,91666;;;
070822;0000;2,08333;;;
070823;0000;1,16667;;;
070824;0000;1,08333;;;
070825;0000;1,20833;;;
070826;0000;3,375;;;
070827;0000;5,5;;;
070828;0000;3,625;;;
070829;0000;3,25;;;
070830;0000;4,16666;;;
070831;0000;5,29166;;;
070901;0000;3,95833;;;
070902;0000;1,95833;;;
070903;0000;1,16667;;;
070904;0000;2,33333;;;
070905;0000;4,125;;;
070906;0000;4,875;;;
070907;0000;2,29166;;;
070908;0000;1,04167;;;
070909;0000;1,125;;;
070910;0000;1,79167;;;
070911;0000;2;;;
070912;0000;1,65;;;
070913;0000;1,375;;;
070914;0000;1,33333;;;
070915;0000;1;;;
070916;0000;1,58333;;;
070917;0000;1,04167;;;
070918;0000;1,5;;;
070919;0000;1,54167;;;
070920;0000;1,16667;;;
070921;0000;4,375;;;
070922;0000;2,125;;;
070923;0000;3,54166;;;
070924;0000;5,04166;;;
070925;0000;2,20833;;;
070926;0000;1,5;;;
070927;0000;2,41666;;;
070928;0000;2,125;;;
070929;0000;1,875;;;
070930;0000;1,45833;;;
071001;0000;1,375;;;
071002;0000;1,875;;;
071003;0000;1,66667;;;
071004;0000;;;;
071005;0000;1,19048;;;
071006;0000;5,20833;;;
071007;0000;3,125;;;
071008;0000;2,54166;;;
071009;0000;1,375;;;
071010;0000;1,41667;;;
071011;0000;1,04167;;;
071012;0000;1,25;;;
071013;0000;1;;;
071014;0000;1,08333;;;
071015;0000;3,45833;;;
071016;0000;5,16666;;;
071017;0000;4,58333;;;
071018;0000;3,66666;;;
071019;0000;1,83333;;;
071020;0000;1,75;;;
071021;0000;4,08333;;;
071022;0000;2;;;
071023;0000;1,58333;;;
071024;0000;1,29167;;;
071025;0000;1,5;;;
071026;0000;2,58333;;;
071027;0000;1,625;;;
071028;0000;1;;;
071029;0000;1,79167;;;
071030;0000;1,45833;;;
071031;0000;1,375;;;
071101;0000;1,41667;;;
071102;0000;1,5;;;
071103;0000;4,16666;;;
071104;0000;2,54166;;;
