FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
051003;0000;22,9583;;;
051004;0000;29,0417;;;
051005;0000;45,0833;;;
051006;0000;63,4583;;;
051007;0000;61,875;;;
051008;0000;78,5416;;;
051009;0000;56,625;;;
051010;0000;45,9583;;;
051011;0000;52,8333;;;
051012;0000;49,4583;;;
051013;0000;58,1666;;;
051014;0000;56,875;;;
051015;0000;47,5;;;
051016;0000;52,2916;;;
051017;0000;70,9583;;;
051018;0000;72,875;;;
051019;0000;83,4583;;;
051020;0000;69,5;;;
051021;0000;76,7916;;;
051022;0000;73,25;;;
051023;0000;60,5416;;;
051024;0000;35,8333;;;
051025;0000;47,4166;;;
051026;0000;43,625;;;
051027;0000;50,0833;;;
051028;0000;38,25;;;
051029;0000;59,4583;;;
051030;0000;51,9166;;;
051031;0000;61;;;
051101;0000;54,7083;;;
051102;0000;60,8333;;;
051103;0000;53,0833;;;
051104;0000;76,6666;;;
051105;0000;76,4583;;;
051106;0000;62,8333;;;
051107;0000;69;;;
051108;0000;76,8333;;;
051109;0000;80,125;;;
051110;0000;78,875;;;
051111;0000;79,125;;;
051112;0000;81,375;;;
051113;0000;60,0833;;;
051114;0000;60,5416;;;
051115;0000;55,75;;;
051116;0000;65,875;;;
051117;0000;54,125;;;
051118;0000;51;;;
051119;0000;66,5416;;;
051120;0000;66,5416;;;
051121;0000;59,7916;;;
051122;0000;59,75;;;
051123;0000;20,7083;;;
051124;0000;49,5833;;;
051125;0000;63,2916;;;
051126;0000;50,2083;;;
051127;0000;34,7083;;;
051128;0000;41,2916;;;
051129;0000;39,3333;;;
051130;0000;50,5833;;;
051201;0000;52,25;;;
051202;0000;54,9166;;;
051203;0000;43,7083;;;
051204;0000;33,3333;;;
051205;0000;42,5416;;;
051206;0000;60,5;;;
051207;0000;53,125;;;
051208;0000;51,75;;;
051209;0000;54,4583;;;
051210;0000;68,9583;;;
051211;0000;53,375;;;
051212;0000;52,9166;;;
051213;0000;60,7083;;;
051214;0000;73,8333;;;
051215;0000;66,375;;;
051216;0000;67,5;;;
051217;0000;88,0416;;;
051218;0000;59,2916;;;
051219;0000;56,0416;;;
051220;0000;72,5416;;;
051221;0000;69,2083;;;
051222;0000;63,7916;;;
051223;0000;66,7916;;;
051224;0000;56,6666;;;
051225;0000;60,0416;;;
051226;0000;48,2083;;;
051227;0000;35,375;;;
051228;0000;45,25;;;
051229;0000;55,75;;;
051230;0000;53,875;;;
051231;0000;53,0416;;;
060101;0000;35,375;;;
060102;0000;42,9583;;;
060103;0000;47,4166;;;
060104;0000;49,5833;;;
060105;0000;46,1666;;;
060106;0000;40,5416;;;
060107;0000;42,2083;;;
060108;0000;45,7083;;;
060109;0000;48,5;;;
060110;0000;38,4166;;;
060111;0000;51,125;;;
060112;0000;70,1666;;;
060113;0000;58,7083;;;
060114;0000;60,75;;;
060115;0000;41,375;;;
060116;0000;58,2083;;;
060117;0000;66,25;;;
060118;0000;56,125;;;
060119;0000;50,0833;;;
060120;0000;52,25;;;
060121;0000;54,125;;;
060122;0000;44,2083;;;
060123;0000;54,75;;;
060124;0000;57,625;;;
060125;0000;63,4166;;;
060126;0000;60,4166;;;
060127;0000;79,7916;;;
060128;0000;69,0833;;;
060129;0000;49,7083;;;
060130;0000;49,4166;;;
060131;0000;53,75;;;
060201;0000;50,2916;;;
060202;0000;40,0833;;;
060203;0000;42,125;;;
060204;0000;50,375;;;
060205;0000;42,4583;;;
060206;0000;49,5217;;;
060207;0000;47,625;;;
060208;0000;52,8333;;;
060209;0000;59,8333;;;
060210;0000;67,8333;;;
060211;0000;59,25;;;
060212;0000;46,0833;;;
060213;0000;51,875;;;
060214;0000;59,2083;;;
060215;0000;49,6666;;;
060216;0000;46,1666;;;
060217;0000;46,625;;;
060218;0000;41,7916;;;
060219;0000;33,7083;;;
060220;0000;42,7916;;;
060221;0000;48,9583;;;
060222;0000;41,2916;;;
060223;0000;49,375;;;
060224;0000;56,375;;;
060225;0000;53,625;;;
060226;0000;41,375;;;
060227;0000;44,2916;;;
060228;0000;51,7916;;;
060301;0000;47,4583;;;
060302;0000;41,75;;;
060303;0000;58,75;;;
060304;0000;47,9583;;;
060305;0000;52,0833;;;
060306;0000;64,2104;;;
060307;0000;56,7083;;;
060308;0000;76;;;
060309;0000;81,2916;;;
060310;0000;77,5;;;
060311;0000;91,2083;;;
060312;0000;71,6666;;;
060313;0000;67,7916;;;
060314;0000;63,2916;;;
060315;0000;47;;;
060316;0000;63,75;;;
060317;0000;97,7083;;;
060318;0000;98;;;
060319;0000;87,3333;;;
060320;0000;76,1666;;;
060321;0000;72,9583;;;
060322;0000;88,5416;;;
060323;0000;87,1;;;
060324;0000;104,083;;;
060325;0000;117,208;;;
060326;0000;83,25;;;
060327;0000;106,625;;;
060328;0000;103,458;;;
060329;0000;103,583;;;
060330;0000;93;;;
060331;0000;129,625;;;
060401;0000;112;;;
060402;0000;109,458;;;
060403;0000;106,708;;;
060404;0000;113,5;;;
060405;0000;102,417;;;
060406;0000;105,667;;;
060407;0000;116,875;;;
060408;0000;127,542;;;
060409;0000;102,792;;;
060410;0000;100,917;;;
060411;0000;85,125;;;
060412;0000;88,7083;;;
060413;0000;38,375;;;
060414;0000;44,7083;;;
060415;0000;70,0833;;;
060416;0000;72,5;;;
060417;0000;107,333;;;
060418;0000;151,833;;;
060419;0000;139,375;;;
060420;0000;51,1666;;;
060421;0000;107,208;;;
060422;0000;107,542;;;
060423;0000;82,0833;;;
060424;0000;91,4583;;;
060425;0000;107,714;;;
060426;0000;138,625;;;
060427;0000;110,417;;;
060428;0000;134;;;
060429;0000;175,042;;;
060430;0000;125;;;
060501;0000;91,5416;;;
060502;0000;156,333;;;
060503;0000;112,458;;;
060504;0000;95,9583;;;
060505;0000;115,458;;;
060506;0000;177,208;;;
060507;0000;125,958;;;
060508;0000;132,75;;;
060509;0000;164,625;;;
060510;0000;179,208;;;
060511;0000;198,292;;;
060512;0000;177,417;;;
060513;0000;161,25;;;
060514;0000;118,042;;;
060515;0000;118,625;;;
060516;0000;82;;;
060517;0000;78,7916;;;
060518;0000;102,875;;;
060519;0000;210,792;;;
060520;0000;210,083;;;
060521;0000;130,333;;;
060522;0000;146,417;;;
060523;0000;119,75;;;
060524;0000;106,542;;;
060525;0000;81,2083;;;
060526;0000;39,6666;;;
060527;0000;102,208;;;
060528;0000;69,5416;;;
060529;0000;81,5416;;;
060530;0000;103,042;;;
060531;0000;126,708;;;
060601;0000;133,125;;;
060602;0000;153,125;;;
060603;0000;109,25;;;
060604;0000;86,0416;;;
060605;0000;64,375;;;
060606;0000;87,1666;;;
060607;0000;46,7916;;;
060608;0000;17,6667;;;
060609;0000;35,6666;;;
060610;0000;105,458;;;
060611;0000;130,917;;;
060612;0000;102,25;;;
060613;0000;159,375;;;
060614;0000;130,958;;;
060615;0000;146,087;;;
060616;0000;104,708;;;
060617;0000;72,0833;;;
060618;0000;103,75;;;
060619;0000;123,458;;;
060620;0000;97,2083;;;
060621;0000;130,208;;;
060622;0000;116,5;;;
060623;0000;111,417;;;
060624;0000;79,1666;;;
060625;0000;75,0416;;;
060626;0000;87,2083;;;
060627;0000;64,625;;;
060628;0000;120,167;;;
060629;0000;98;;;
060630;0000;161,667;;;
060701;0000;119,792;;;
060702;0000;62,1666;;;
060703;0000;100,167;;;
060704;0000;136,792;;;
060705;0000;97,6666;;;
060706;0000;72,375;;;
060707;0000;26,0417;;;
060708;0000;23,9167;;;
060709;0000;50,375;;;
060710;0000;102,125;;;
060711;0000;32,1666;;;
060712;0000;16,25;;;
060713;0000;48,2083;;;
060714;0000;125,696;;;
060715;0000;121,667;;;
060716;0000;93,4166;;;
060717;0000;102,625;;;
060718;0000;115,917;;;
060719;0000;106,875;;;
060720;0000;70,2916;;;
060721;0000;64,5833;;;
060722;0000;37,1666;;;
060723;0000;48,8333;;;
060724;0000;63,7083;;;
060725;0000;45,2916;;;
060726;0000;20,7083;;;
060727;0000;48,9166;;;
060728;0000;101,667;;;
060729;0000;109,375;;;
060730;0000;91,0416;;;
060731;0000;110,292;;;
060801;0000;199,25;;;
060802;0000;111,375;;;
060803;0000;106,042;;;
060804;0000;70,8333;;;
060805;0000;144,792;;;
060806;0000;60,9166;;;
060807;0000;35,9583;;;
060808;0000;47,7916;;;
060809;0000;34,0833;;;
060810;0000;78,5;;;
060811;0000;20,8333;;;
060812;0000;97,5833;;;
060813;0000;38,2083;;;
060814;0000;51,0416;;;
060815;0000;66,7083;;;
060816;0000;83,0833;;;
060817;0000;98,9583;;;
060818;0000;108,417;;;
060819;0000;94,5;;;
060820;0000;78,5833;;;
060821;0000;85,75;;;
060822;0000;97,4166;;;
060823;0000;84,1666;;;
060824;0000;50,5;;;
060825;0000;49,375;;;
060826;0000;79,7083;;;
060827;0000;53,7916;;;
060828;0000;69,4166;;;
060829;0000;58;;;
060830;0000;49,5;;;
060831;0000;59,0416;;;
060901;0000;46,0833;;;
060902;0000;87,875;;;
060903;0000;76,5;;;
060904;0000;88,625;;;
060905;0000;86,0833;;;
060906;0000;98,8333;;;
060907;0000;67,8333;;;
060908;0000;66,25;;;
060909;0000;86,9166;;;
060910;0000;50,875;;;
060911;0000;23,0417;;;
060912;0000;;;;
060913;0000;49,5;;;
060914;0000;60,75;;;
060915;0000;80,7916;;;
060916;0000;86,2083;;;
060917;0000;81,6666;;;
060918;0000;56,8333;;;
060919;0000;34,125;;;
060920;0000;48,75;;;
060921;0000;60,4166;;;
060922;0000;36,7916;;;
060923;0000;70,1666;;;
060924;0000;61,75;;;
060925;0000;58,2916;;;
060926;0000;69,2916;;;
060927;0000;84,25;;;
060928;0000;87,625;;;
060929;0000;81,875;;;
060930;0000;73,7916;;;
061001;0000;71,5416;;;
061002;0000;68,6666;;;
061003;0000;52,2083;;;
061004;0000;34;;;
061005;0000;46,2916;;;
061006;0000;71,2916;;;
061007;0000;74,5416;;;
061008;0000;59,2083;;;
061009;0000;53,2083;;;
061010;0000;58,5;;;
061011;0000;59,875;;;
061012;0000;50,2083;;;
061013;0000;26,4583;;;
061014;0000;25,5417;;;
061015;0000;44,3333;;;
061016;0000;50,125;;;
061017;0000;53,875;;;
061018;0000;65,125;;;
061019;0000;61,2083;;;
061020;0000;63,6666;;;
061021;0000;64,9583;;;
061022;0000;53,3333;;;
061023;0000;55,0833;;;
061024;0000;43,0833;;;
061025;0000;64,4761;;;
061026;0000;46,8333;;;
061027;0000;37,0833;;;
061028;0000;42,25;;;
061029;0000;31,4167;;;
061030;0000;33,5833;;;
061031;0000;49,875;;;
061101;0000;58,875;;;
061102;0000;69,4166;;;
061103;0000;83,3333;;;
061104;0000;60,0833;;;
061105;0000;26,9583;;;
061106;0000;50;;;
061107;0000;55,6666;;;
061108;0000;54,0416;;;
061109;0000;72,2083;;;
061110;0000;70,8333;;;
061111;0000;72,5;;;
061112;0000;43,25;;;
061113;0000;46,5;;;
061114;0000;40,875;;;
061115;0000;49,4583;;;
061116;0000;45;;;
061117;0000;39,6666;;;
061118;0000;52,9583;;;
061119;0000;62,3125;;;
061120;0000;64,0625;;;
061121;0000;72,3541;;;
061122;0000;74,2083;;;
061123;0000;71,4166;;;
061124;0000;68,4166;;;
061125;0000;64,375;;;
061126;0000;54,8333;;;
061127;0000;59,9166;;;
061128;0000;70,875;;;
061129;0000;70,8333;;;
061130;0000;74,2916;;;
061201;0000;76,9583;;;
061202;0000;57,3333;;;
061203;0000;52,2916;;;
061204;0000;57,75;;;
061205;0000;70,7916;;;
061206;0000;68,5;;;
061207;0000;77,7916;;;
061208;0000;60,0416;;;
061209;0000;57,7083;;;
061210;0000;52,9166;;;
061211;0000;59,0833;;;
061212;0000;56,0833;;;
061213;0000;51,7083;;;
061214;0000;50,2916;;;
061215;0000;50,25;;;
061216;0000;38,75;;;
061217;0000;46,0833;;;
061218;0000;51,1666;;;
061219;0000;56,7083;;;
061220;0000;62;;;
061221;0000;67,5;;;
061222;0000;75,2083;;;
061223;0000;72,7916;;;
061224;0000;47,7083;;;
061225;0000;41,1666;;;
061226;0000;51,2916;;;
061227;0000;56,5;;;
061228;0000;81,125;;;
061229;0000;86,5833;;;
061230;0000;77,625;;;
061231;0000;60,625;;;
070101;0000;42,5416;;;
070102;0000;50,75;;;
070103;0000;68,2916;;;
070104;0000;80,7916;;;
070105;0000;90,875;;;
070106;0000;59,0833;;;
070107;0000;38,5;;;
070108;0000;57,125;;;
070109;0000;65,3333;;;
070110;0000;69,5;;;
070111;0000;71,3333;;;
070112;0000;82,9583;;;
070113;0000;86,4166;;;
070114;0000;67,375;;;
070115;0000;56;;;
070116;0000;59,0833;;;
070117;0000;59,2916;;;
070118;0000;68,8333;;;
070119;0000;64,625;;;
070120;0000;54,75;;;
070121;0000;37,25;;;
070122;0000;40,9166;;;
070123;0000;44,4166;;;
070124;0000;51,375;;;
070125;0000;45,3333;;;
070126;0000;48,2916;;;
070127;0000;48,5;;;
070128;0000;42,5833;;;
070129;0000;55,75;;;
070130;0000;64,3333;;;
070131;0000;80,5833;;;
070201;0000;80,3333;;;
070202;0000;79,2083;;;
070203;0000;60,5;;;
070204;0000;48,9166;;;
070205;0000;50,6666;;;
070206;0000;54;;;
070207;0000;61,0833;;;
070208;0000;65,2916;;;
070209;0000;75,4166;;;
070210;0000;74,9583;;;
070211;0000;66,125;;;
070212;0000;58,875;;;
070213;0000;53,5833;;;
070214;0000;50,875;;;
070215;0000;45,2916;;;
070216;0000;24,4583;;;
070217;0000;55,4166;;;
070218;0000;47,3333;;;
070219;0000;40;;;
070220;0000;47,4166;;;
070221;0000;36,4583;;;
070222;0000;57,6666;;;
070223;0000;74,0833;;;
070224;0000;72,625;;;
070225;0000;58,375;;;
070226;0000;64,2916;;;
070227;0000;68,5416;;;
070228;0000;64,421;;;
070301;0000;66,9583;;;
070302;0000;72,4583;;;
070303;0000;76,125;;;
070304;0000;62,9166;;;
070305;0000;77,875;;;
070306;0000;79,9166;;;
070307;0000;68,2083;;;
070308;0000;53,9166;;;
070309;0000;78;;;
070310;0000;89,4166;;;
070311;0000;63,2916;;;
070312;0000;70,625;;;
070313;0000;67,625;;;
070314;0000;65,9166;;;
070315;0000;81,4583;;;
070316;0000;78,7083;;;
070317;0000;92,75;;;
070318;0000;73,2916;;;
070319;0000;70;;;
070320;0000;72,7727;;;
070321;0000;66,7083;;;
070322;0000;76,125;;;
070323;0000;108,75;;;
070324;0000;82,625;;;
070325;0000;70,5833;;;
070326;0000;61,8333;;;
070327;0000;47,5416;;;
070328;0000;57,5416;;;
070329;0000;57,2916;;;
070330;0000;72,3809;;;
070331;0000;61,75;;;
070401;0000;64,7083;;;
070402;0000;71,125;;;
070403;0000;102,417;;;
070404;0000;91,5416;;;
070405;0000;92,625;;;
070406;0000;91,2916;;;
070407;0000;74,7916;;;
070408;0000;59,2916;;;
070409;0000;53,0416;;;
070410;0000;70,4166;;;
070411;0000;64,75;;;
070412;0000;95,3333;;;
070413;0000;79,9166;;;
070414;0000;99,9166;;;
070415;0000;89,2083;;;
070416;0000;52,625;;;
070417;0000;86,2083;;;
070418;0000;89,5;;;
070419;0000;61,9583;;;
070420;0000;96,7083;;;
070421;0000;84,4166;;;
070422;0000;51,4166;;;
070423;0000;111,292;;;
070424;0000;105,833;;;
070425;0000;111,042;;;
070426;0000;141,208;;;
070427;0000;146,333;;;
070428;0000;159,792;;;
070429;0000;105,625;;;
070430;0000;99,7083;;;
070501;0000;88,0416;;;
070502;0000;107,208;;;
070503;0000;82,7083;;;
070504;0000;109,375;;;
070505;0000;100,167;;;
070506;0000;86,5833;;;
070507;0000;109;;;
070508;0000;142,083;;;
070509;0000;147,792;;;
070510;0000;163,583;;;
070511;0000;221,333;;;
070512;0000;142,083;;;
070513;0000;140,917;;;
070514;0000;203,417;;;
070515;0000;143,375;;;
070516;0000;106,542;;;
070517;0000;127,875;;;
070518;0000;142,333;;;
070519;0000;148,042;;;
070520;0000;132,417;;;
070521;0000;92,75;;;
070522;0000;135,958;;;
070523;0000;142,417;;;
070524;0000;160,792;;;
070525;0000;165,625;;;
070526;0000;127,417;;;
070527;0000;157,167;;;
070528;0000;128;;;
070529;0000;96,125;;;
070530;0000;136,958;;;
070531;0000;45,0833;;;
070601;0000;95,0416;;;
070602;0000;117,792;;;
070603;0000;120,208;;;
070604;0000;127,375;;;
070605;0000;113,958;;;
070606;0000;129,708;;;
070607;0000;152,083;;;
070608;0000;161,333;;;
070609;0000;82,0833;;;
070610;0000;109,75;;;
070611;0000;154,5;;;
070612;0000;112,375;;;
070613;0000;28,8333;;;
070614;0000;11,1667;;;
070615;0000;109,333;;;
070616;0000;198,25;;;
070617;0000;127,625;;;
070618;0000;132,167;;;
070619;0000;54,3333;;;
070620;0000;20,4545;;;
070621;0000;69,75;;;
070622;0000;59,7083;;;
070623;0000;74,0416;;;
070624;0000;86,125;;;
070625;0000;125,542;;;
070626;0000;168,043;;;
070627;0000;141,083;;;
070628;0000;168;;;
070629;0000;167,75;;;
070630;0000;127,167;;;
070701;0000;79,375;;;
070702;0000;102,667;;;
070703;0000;188,458;;;
070704;0000;137,542;;;
070705;0000;31,7083;;;
070706;0000;31,9565;;;
070707;0000;25,75;;;
070708;0000;19,5833;;;
070709;0000;68,2916;;;
070710;0000;107,042;;;
070711;0000;137,125;;;
070712;0000;183,583;;;
070713;0000;31,4583;;;
070714;0000;80,3333;;;
070715;0000;85,75;;;
070716;0000;42,0833;;;
070717;0000;95,0416;;;
070718;0000;167,75;;;
070719;0000;125,167;;;
070720;0000;110,591;;;
070721;0000;28,2083;;;
070722;0000;34,2083;;;
070723;0000;25,9167;;;
070724;0000;46,2083;;;
070725;0000;85,25;;;
070726;0000;114,958;;;
070727;0000;118,208;;;
070728;0000;99,5416;;;
070729;0000;62;;;
070730;0000;116,958;;;
070731;0000;78,125;;;
070801;0000;47,625;;;
070802;0000;56,7916;;;
070803;0000;103,522;;;
070804;0000;112,875;;;
070805;0000;78,5833;;;
070806;0000;79,7083;;;
070807;0000;105,25;;;
070808;0000;23,8333;;;
070809;0000;53,125;;;
070810;0000;107,333;;;
070811;0000;92,9583;;;
070812;0000;66,6666;;;
070813;0000;45,8333;;;
070814;0000;22,4583;;;
070815;0000;22,0833;;;
070816;0000;57,4583;;;
070817;0000;91,875;;;
070818;0000;95,9166;;;
070819;0000;66,875;;;
070820;0000;87,7916;;;
070821;0000;98,5;;;
070822;0000;101,458;;;
070823;0000;39;;;
070824;0000;18;;;
070825;0000;57,25;;;
070826;0000;64,8333;;;
070827;0000;72,4583;;;
070828;0000;81,913;;;
070829;0000;94,4166;;;
070830;0000;132,083;;;
070831;0000;124,417;;;
070901;0000;134,167;;;
070902;0000;82,4166;;;
070903;0000;66,75;;;
070904;0000;78,625;;;
070905;0000;95,3333;;;
070906;0000;120,708;;;
070907;0000;87,2916;;;
070908;0000;53,8333;;;
070909;0000;54,1666;;;
070910;0000;74,75;;;
070911;0000;93,125;;;
070912;0000;78,75;;;
070913;0000;31,8333;;;
070914;0000;47,9523;;;
070915;0000;48;;;
070916;0000;35;;;
070917;0000;34,125;;;
070918;0000;41,7083;;;
070919;0000;25,5417;;;
070920;0000;30,8333;;;
070921;0000;41,9583;;;
070922;0000;64,0416;;;
070923;0000;62,6666;;;
070924;0000;84,125;;;
070925;0000;61,625;;;
070926;0000;70,6666;;;
070927;0000;97,4166;;;
070928;0000;97,875;;;
070929;0000;107,292;;;
070930;0000;71,625;;;
071001;0000;38,4583;;;
071002;0000;57,4166;;;
071003;0000;63,2916;;;
071004;0000;71,875;;;
071005;0000;63,4166;;;
071006;0000;66,375;;;
071007;0000;56,4583;;;
071008;0000;52,4583;;;
071009;0000;41,6666;;;
071010;0000;46,8333;;;
071011;0000;33,875;;;
071012;0000;46,2916;;;
071013;0000;35,5;;;
071014;0000;37,25;;;
071015;0000;38,5833;;;
071016;0000;64,625;;;
071017;0000;73,2083;;;
071018;0000;73,625;;;
071019;0000;69,95;;;
071020;0000;59,2916;;;
071021;0000;52,2916;;;
071022;0000;62,4583;;;
071023;0000;72,0416;;;
071024;0000;62,5833;;;
071025;0000;60,375;;;
071026;0000;85,75;;;
071027;0000;66;;;
071028;0000;48,5416;;;
071029;0000;56,2083;;;
071030;0000;54,7916;;;
